ZIP Code,Location Name,Total Population,Male Population,Female Population,Age Under 5,Age 5 to 9,Age 10 to 14,Age 15 to 17,Age 18 to 19,Age 20 to 21,Age 22 to 24,Age 25 to 29,Age 30 to 34,Age 35 to 39,Age 40 to 44,Age 45 to 49,Age 50 to 54,Age 55 to 59,Age 60 to 61,Age 62 to 64,Age 65 to 66,Age 67 to 69,Age 70 to 74,Age 75 to 79,Age 80 to 84,Age 85 and over,White Population,Black or African American Population,American Indian and Alaska Native Population,Asian Population,Native Hawaiian and Other Pacific Islander Population,Some Other Race Population,Two or More Races Population,Hispanic or Latino Population,Median Household Income,Total Housing Units,Occupied Housing Units,Vacant Housing Units
22046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
