artist_name,genre,popularity,followers,external_url
October London,neo r&b,58,154135,https://open.spotify.com/artist/1eNO1DUCOtZgCzlwtjtb1t
Aqyila,,53,109719,https://open.spotify.com/artist/4cXLEhsZ1W4T6qBiDYVih4
Elaine,"afro r&b, afro soul, south african pop, south african r&b",51,810006,https://open.spotify.com/artist/5ZkuGe2wkDbeL8JmmhvMOx
Äyanna,"chill r&b, indie r&b",44,21444,https://open.spotify.com/artist/61SZdJffkiHvhHX2nnkymD
Dua Saleh,"alternative r&b, minnesota hip hop, sudanese pop",48,102491,https://open.spotify.com/artist/2DGBzoOLcKLK3eWxFyugdB
Dee Gatti,indie r&b,43,25260,https://open.spotify.com/artist/7w8xMJxmzaZeeHRV8eToLT
Breez Kennedy,,42,17589,https://open.spotify.com/artist/6ydm4dOCCkVb40LPqkhH3p
3ee,,44,5770,https://open.spotify.com/artist/0MOQB6FzT4cx60yzXhtj9h
Ray Lozano,alternative r&b,56,19757,https://open.spotify.com/artist/1lqO9zpSZ9iEkgEgJqc443
Otis Kane,indie r&b,49,36326,https://open.spotify.com/artist/2rp9zfs7yPrwCGVl4CjWAl
emawk,indie r&b,44,55623,https://open.spotify.com/artist/2zAshenjqDlcL4pudfySBY
Delaney Bailey,gen z singer-songwriter,59,245782,https://open.spotify.com/artist/3Os4q49SgEN0Tv3fxKw3Sp
Searows,"indie pop, modern indie folk",61,156455,https://open.spotify.com/artist/0nugNBwdWaptgIAsEtx1It
AHI,canadian folk,46,33173,https://open.spotify.com/artist/08Uextujt6ZT2iQmSYAJfH
Yana,,45,11877,https://open.spotify.com/artist/6bR96LMvgvYgDlumR7JwPX
Madi Diaz,acoustic pop,45,46668,https://open.spotify.com/artist/7E1o9IcnpiFQDlAUk2H7Az
Clarissa Connelly,danish indie pop,29,7639,https://open.spotify.com/artist/5YTJVNTfb9qDXATTlzuR5S
James Vincent McMorrow,"chamber pop, indie folk, irish singer-songwriter, stomp and holler",58,596279,https://open.spotify.com/artist/7FDlvgcodNfC0IBdWevl4u
Amistat,,56,142152,https://open.spotify.com/artist/24gClotFFIb7genYn5C3OU
Mipso,"new americana, north carolina roots, progressive bluegrass, stomp and holler",50,84087,https://open.spotify.com/artist/5Bcrb5qQMVTEbJ43fdIS4A
The Staves,"chamber pop, indie folk, new americana, stomp and holler, uk americana",50,225170,https://open.spotify.com/artist/5G49Sq5mMzAkGL4ZP6eVPY
Somewhere In Between,,35,1037,https://open.spotify.com/artist/6ilkFAfRoOmI4ESHfmdrCA
Dustin Tebbutt,"australian indie, indie anthem-folk, indie folk, modern indie folk",54,145423,https://open.spotify.com/artist/0z9hynUsIjf0ddI4uHqPWX
Brittony May,,44,564,https://open.spotify.com/artist/2KclrycahxvJxfZfUBPJLc
Dekker,,59,47722,https://open.spotify.com/artist/2Udd2jgFaz8tXG1w3PyMtN
Kevin Atwater,,46,66641,https://open.spotify.com/artist/6ZBM319vNIirp7FOvvLVD6
Baerd,,29,4806,https://open.spotify.com/artist/6L6LwshK4H0TVqsNfCO69t
Sydney Rose,gen z singer-songwriter,45,62704,https://open.spotify.com/artist/5vx4pDmiFDyKMhuOIgpiRv
Will Swinton,,46,9612,https://open.spotify.com/artist/1fUcXY3KcnNvCP2dnF7XCh
Wilfred,,44,15573,https://open.spotify.com/artist/7dZa7l5PsnUBItVQFPp6ym
The National Forest,modern indie folk,42,4980,https://open.spotify.com/artist/5PO6cJgDGDVWtmE7cJ5pws
Sam Amidon,"chamber folk, indie folk, vermont indie",35,39064,https://open.spotify.com/artist/6TTJ0xLPPNDyv4bXyukzU4
Joy Oladokun,"black americana, la pop",60,206305,https://open.spotify.com/artist/7rrTqtOUOwva4sgTx9C9F9
Bon Iver,"chamber pop, eau claire indie, indie folk, melancholia, modern rock",80,3707969,https://open.spotify.com/artist/4LEiUm1SRbFMgfqnQTwUbQ
The Head And The Heart,"folk-pop, seattle indie, stomp and holler",64,1099602,https://open.spotify.com/artist/0n94vC3S9c3mb2HyNAOcjg
Haley Heynderickx,"countrygaze, indie pop, portland indie, small room",59,280951,https://open.spotify.com/artist/73MDShZzdL4vUGMkmXOG6X
Lily Fitts,,48,39914,https://open.spotify.com/artist/1mY66135CEOJg0KTwDIk4N
Wild Rivers,folk-pop,68,259443,https://open.spotify.com/artist/59sBwR0jPSTrbMtuTkRPN5
Max McNown,,69,250182,https://open.spotify.com/artist/340PS4ZcZ4UCBgyrXzEjcp
Andrew Bird,"baroque pop, chamber pop, chicago indie, indie rock, melancholia, stomp and holler",59,605365,https://open.spotify.com/artist/4uSftVc3FPWe6RJuMZNEe9
Patrick Watson,"indie folk, indie quebecois",74,783073,https://open.spotify.com/artist/7bPs6jf983f0bjRAt1yxDM
Tamino,belgian indie,57,475960,https://open.spotify.com/artist/3IWdvItNhmdo282Wwp0CwH
asiris,,46,34356,https://open.spotify.com/artist/4YFxglwXwymzvkPYndX3G2
Aisha Badru,"high vibe, indie folk, nyc pop",48,61199,https://open.spotify.com/artist/3vsVCHUe68gqUMIZwaVUIK
gio.,,58,73821,https://open.spotify.com/artist/5GevjOibFX6uwZ1mTYfhbn
Oh My Sun,,15,51,https://open.spotify.com/artist/04DGrHZvFbU7OWEuFQ4grR
Noeline Hofmann,,56,14248,https://open.spotify.com/artist/2xGbY9iFLZqd9BK0YV1aKW
Valley Boy,,36,9436,https://open.spotify.com/artist/46VzbEZDkCQKJX3o4g8gMD
X Ambassadors,"modern alternative rock, modern rock, stomp pop",73,3034473,https://open.spotify.com/artist/3NPpFNZtSTHheNBaWC82rB
Tim Heidecker,,37,24814,https://open.spotify.com/artist/7n5xb6bByE74Aw4ppe858H
Abby Powledge,,45,24173,https://open.spotify.com/artist/5H2vu7amXrDfVapz04U8LJ
Kingfishr,limerick indie,56,86420,https://open.spotify.com/artist/6c2qQFq3xfxFJndX6wSe4f
Jeremy Loops,"african rock, cape town indie, folk-pop, south african pop, south african rock",49,198226,https://open.spotify.com/artist/0Dct2Gu0qEbgGRjfaxew8g
Tors,,50,118756,https://open.spotify.com/artist/41dCbpok7A4uyNqbo3VVZ0
Nolan Taylor,,46,57312,https://open.spotify.com/artist/3AvHLKVKOBsr66Jo67MTMo
Greg Mendez,slacker rock,39,11163,https://open.spotify.com/artist/3pGNoAJX3UVctU6X8eG55h
Paige Fish,,43,38430,https://open.spotify.com/artist/10djoaqJLN6H4oORnKJ63P
American Authors,"modern rock, pop rock",66,1576223,https://open.spotify.com/artist/0MlOPi3zIDMVrfA9R04Fe3
Sam Barber,modern country pop,71,435245,https://open.spotify.com/artist/08GfvCW09pv2QP4y9sle2a
Richy Mitch & The Coal Miners,modern folk rock,74,227477,https://open.spotify.com/artist/4qU7IJSReZnsLy5907Mtau
mxmtoon,"alt z, bedroom pop, indie pop, pov: indie",64,1968140,https://open.spotify.com/artist/0HthCchcL0kVLHTr113Vk1
Maggie Rogers,indie pop,72,1156378,https://open.spotify.com/artist/4NZvixzsSefsNiIqXn0NDe
Youth Lagoon,"chamber pop, chillwave, dream pop, experimental pop, idaho indie, indie rock, indietronica, shimmer pop, stomp and holler",46,220529,https://open.spotify.com/artist/1Z2KInfSmPOzAIYyiaXeti
Oliver Hazard,stomp and holler,52,45416,https://open.spotify.com/artist/3F4iXxXxe7iazo3Jnwucng
Tucker Zimmerman,cosmic american,45,7869,https://open.spotify.com/artist/6c3XGRQEI4x3hvu19S2X09
Kim Churchill,"australian indie, australian singer-songwriter",44,59718,https://open.spotify.com/artist/0ZmJRBCKYicwq9n4FjZpho
Mon Rovîa,,59,301182,https://open.spotify.com/artist/6pvai2QB2c0defVI0UTFos
Penny and Sparrow,"acoustic pop, indie folk, indiecoustica, stomp and flutter, stomp and holler",50,116613,https://open.spotify.com/artist/65o6y7GtoXzchyiJB3r9Ur
Billie Marten,"british singer-songwriter, indie anthem-folk",57,324869,https://open.spotify.com/artist/02YLJJnWC7YQVixkjEBRn7
SYML,modern indie pop,73,825983,https://open.spotify.com/artist/6AyATGg7mDgBlZ4N5uNog0
Nat & Alex Wolff,,44,57296,https://open.spotify.com/artist/32fNbCzrzfsTbMHjznvm4S
Nadia Reid,"dunedin indie, nz folk, nz pop, nz singer-songwriter",38,34568,https://open.spotify.com/artist/6ZoRg8NnEtVmtUhgCTSCrn
Abbey Cone,"country pop, modern country pop",39,10110,https://open.spotify.com/artist/1N53jg6KZxBoFI9oWNchct
Hazlett,"brisbane indie, modern indie folk",66,137524,https://open.spotify.com/artist/1zO3MgzmcwZLLNUQqeU2XH
Lizzy McAlpine,"alt z, boston folk, indie pop, singer-songwriter pop",75,1081902,https://open.spotify.com/artist/1GmsPCcpKgF9OhlNXjOsbS
Waxahatchee,"alabama indie, bubblegrunge, chamber pop, countrygaze, indie pop, indie rock",56,229918,https://open.spotify.com/artist/5IWCU0V9evBlW4gIeGY4zF
The Weather Station,"chamber pop, indie folk, modern folk rock",43,70993,https://open.spotify.com/artist/39ZEMGRv3pIYTYKEhr4Abu
Colony House,"hopebeat, indie rockism, indiecoustica",50,208544,https://open.spotify.com/artist/6R664N4cEza3eORSqKSgO4
Everything Is Recorded,experimental r&b,37,37578,https://open.spotify.com/artist/0JYlkNmu76Wu1DgvWNWq7X
Genevieve Stokes,modern alternative pop,55,107816,https://open.spotify.com/artist/2uaMjmR0IE0K3oKTQrNZVQ
Jonah Yano,experimental r&b,45,36760,https://open.spotify.com/artist/4Js9qeA7KMFyjBYHEjFaeJ
Florist,"countrygaze, small room",53,147747,https://open.spotify.com/artist/0VIiIxTNLeJOPoMLabwNtr
Villagers,"chamber pop, indie folk, irish rock",53,248463,https://open.spotify.com/artist/2m1l9MLSslzup4vvokKgvQ
Brenn!,singer-songwriter pop,56,145004,https://open.spotify.com/artist/74slMAMk8L6oMf6OhNyZ8Q
Ada Lea,montreal indie,32,15990,https://open.spotify.com/artist/3sE8O47mEFWR6pL0rwnAHy
Salt Tree,modern indie folk,59,26194,https://open.spotify.com/artist/4xNez1q78QXUBq6zvKuNrU
Will Paquin,weirdcore,61,147663,https://open.spotify.com/artist/0oouuXi8tdasgUgk520Jy6
Amble,,53,40307,https://open.spotify.com/artist/5ZC7GPz5h9zkEfjZBUDNzI
Ezra Glatt,,41,17532,https://open.spotify.com/artist/1q5vdeaANN9uxk1na1WXek
Baby Bugs,"pov: indie, weirdcore",54,148533,https://open.spotify.com/artist/3TBTcHpZ3aV1g8rk8i1zb5
Sleeping At Last,"acoustic pop, ambient worship, chamber pop",69,1482235,https://open.spotify.com/artist/0MeLMJJcouYXCymQSHPn8g
Langhorne Slim,"anti-folk, indie folk, modern folk rock, new americana, stomp and holler",54,169394,https://open.spotify.com/artist/099toTcKJoywTosZr2hHjy
Mustafa,chill pop,61,104580,https://open.spotify.com/artist/1zkKkDDra0jlsiJYz57P3P
Kate Bollinger,"charlottesville indie, indie pop",58,98221,https://open.spotify.com/artist/4eArh1v6UwBbKkjdgHCned
Christian Lee Hutson,"countrygaze, deep new americana",45,37142,https://open.spotify.com/artist/5B7NeaqVrmXPyF05C9tnZ3
Leif Vollebekk,"canadian americana, indie anthem-folk, indie folk, modern indie folk, quebec indie, stomp and flutter",58,126032,https://open.spotify.com/artist/3jzXlBF2157k4exx7idecs
Sons Of The East,"australian indie folk, folk-pop",60,190796,https://open.spotify.com/artist/6cSxzHrQgGc4I4Ck5Gewej
Charlotte de Witte,"belgian techno, electra",61,998001,https://open.spotify.com/artist/1lJhME1ZpzsEa5M0wW6Mso
Oliver Heldens,"dutch house, edm, electro house, future house, house, pop dance, progressive electro house, progressive house",69,1042210,https://open.spotify.com/artist/5nki7yRhxgM509M5ADlN1p
Alesso,"dance pop, edm, pop, pop dance, progressive electro house",77,3939911,https://open.spotify.com/artist/4AVFqumd2ogHFlRbKIjp1t
Green Velvet,"deep disco house, house, minimal techno, tech house",54,238756,https://open.spotify.com/artist/3ABaec4jjl95VqmG1iD4k2
Alok,"electro house, pop nacional, slap house",80,11277396,https://open.spotify.com/artist/0NGAZxHanS9e0iNHpR8f2W
Underworld,"big beat, electronica",58,650853,https://open.spotify.com/artist/1PXHzxRDiLnjqNrRn2Xbsa
San Holo,"brostep, edm, electro house, electronic trap, future bass, pop dance",56,696523,https://open.spotify.com/artist/0jNDKefhfSbLR9sFvcPLHo
Boston Bun,"filter house, pop edm",49,39866,https://open.spotify.com/artist/1Na1sVrGWKwAigaW7a6hi5
it's murph,stutter house,61,56625,https://open.spotify.com/artist/3zW0xazqnHoq9QV9zBROVC
CamelPhat,"deep tech house, house, progressive house, uk dance",67,462426,https://open.spotify.com/artist/240wlM8vDrf6S4zCyzGj2W
GENESI,tech house,53,13687,https://open.spotify.com/artist/4OG9hOPsfAEziKvOJj2SG7
Kyle Watson,"bass house, fidget house, house, tech house",50,112343,https://open.spotify.com/artist/7LJSAfWhO7jhjnewy6pKyZ
Sub Focus,"dancefloor dnb, drum and bass, uk dance",68,489584,https://open.spotify.com/artist/0QaSiI5TLA4N7mcsdxShDO
Rudimental,"pop dance, uk dance, uk funky",71,1380418,https://open.spotify.com/artist/4WN5naL3ofxrVBgFpguzKo
Joel Corry,"dance pop, pop dance, uk dance",72,437639,https://open.spotify.com/artist/6DgP9otnZw5z6daOntINxp
DJ Seinfeld,lo-fi house,54,98351,https://open.spotify.com/artist/37YzpfBeFju8QRZ3g0Ha1Q
Anna Lunoe,"electra, nu disco",40,52957,https://open.spotify.com/artist/7d96RW5Vix23AiCHr3mf3D
Two Shell,experimental club,40,32272,https://open.spotify.com/artist/4mcHKwboFDmpDBQ4fiOrf3
Sullivan King,dubstep,57,241874,https://open.spotify.com/artist/1CXuuw8HJhyN80HlNzvL1e
Jai Wolf,electropop,53,300140,https://open.spotify.com/artist/24V5UY0nChKpnb1TBPJhCw
Catching Flies,"downtempo, indie dream pop",57,103467,https://open.spotify.com/artist/4zAOqBfNLyWFvj1e3yvypJ
Marcus & Martinus,"norwegian pop, talentkonkurranse",61,777271,https://open.spotify.com/artist/3N4FiTxpPQRsrihmTMN349
Stoned Level,"dubstep, gaming dubstep, riddim dubstep",33,13687,https://open.spotify.com/artist/4a88oLYeDp88PT1XCAxGXd
Mallrat,"aussietronica, australian indie, brisbane indie",54,221462,https://open.spotify.com/artist/4OSArit7O2Jaj4mgf3YN7A
Jan Blomqvist,"deep euro house, melodic house",63,283957,https://open.spotify.com/artist/5wMlMjOLeJfS5DfxqGfm83
X-COAST,ghettotech,41,17761,https://open.spotify.com/artist/5QUHrSea6F2nhn9veAq4wQ
Gala,"eurodance, italo dance",63,109795,https://open.spotify.com/artist/3OqTvcWgb0xaainosGVvuZ
R3HAB,"dutch house, edm, electro house, pop dance, progressive electro house, slap house",75,2553872,https://open.spotify.com/artist/6cEuCEZu7PAE9ZSzLLc2oQ
YouNotUs,german dance,62,70502,https://open.spotify.com/artist/67ghKnycRX6VM1xfqJSMlH
Somewhen,minimal dub,36,21832,https://open.spotify.com/artist/0k47nZgznsmnNkSIJvjbVy
Jax Jones,"dance pop, edm, house, pop dance, uk dance",73,1200600,https://open.spotify.com/artist/4Q6nIcaBED8qUel8bBx6Cr
Lawrence Hart,,35,8447,https://open.spotify.com/artist/2pQj31A8LgfwBTGmhHdRXa
DubVision,"big room, dutch house, edm, electro house, pop dance, progressive electro house, progressive house",56,320509,https://open.spotify.com/artist/3XINWZaloea97SIRiyTJxX
Demuja,lo-fi house,38,44290,https://open.spotify.com/artist/1LfqhJiCiHfVzrBOVaBXc1
Kayzo,"brostep, speed house",54,236763,https://open.spotify.com/artist/72iCiKwu6nu6Qq9emIwzYv
COBRAH,"escape room, pink noise",57,177683,https://open.spotify.com/artist/1AHswQqsDNmu1xaE8KpBne
Emmit Fenn,"chill house, vapor soul",66,241455,https://open.spotify.com/artist/3VVLqeEqQQqTgT8YhfY9Z6
Audien,"edm, electro house, pop dance, pop edm, progressive electro house, progressive house",55,192841,https://open.spotify.com/artist/4xnMDfgEmXZEEDdITKcGuE
The Blaze,new french touch,65,638913,https://open.spotify.com/artist/1Dt1UKLtrJIW1xxRBejjos
Boone,,36,9502,https://open.spotify.com/artist/38AjHGnP1jV6bCn2fnx4F5
Jauz,"brostep, edm, electro house",54,389566,https://open.spotify.com/artist/5ttgIeUVka6FLyi00Uu5h8
Laurence Guy,"float house, jazz house",47,61137,https://open.spotify.com/artist/1PTEiCpkzNkLNgMi1LL8JR
ROYA,,56,99562,https://open.spotify.com/artist/6OxEmD1kV3B1OhVjqWO9Zh
Malugi,,50,20354,https://open.spotify.com/artist/50udUOTR7dQUgyPwPuCLM6
Montell2099,,41,21481,https://open.spotify.com/artist/47MGg5VHBSS5yHRuMGt6b0
Kevin Saunderson,"acid house, detroit techno, minimal techno, techno",43,41877,https://open.spotify.com/artist/0jS6VTFGujWxinY5TSQwOG
Bubble Love,,34,1236,https://open.spotify.com/artist/0Uu5MoqXbYYsMb6HLw0X62
Duke Boara,,35,7352,https://open.spotify.com/artist/6EL8x2zkCRGzb32jvrSI56
Marsh,"melodic house, progressive house",53,77182,https://open.spotify.com/artist/1eucLGnPT27tdEh6MU29wp
Tribbs,"polish pop, polish viral pop",66,165277,https://open.spotify.com/artist/6iqDK7aHVlwGGgPmcdSK5L
TroyBoi,"bass trap, electronic trap",59,413462,https://open.spotify.com/artist/0tvpihdAsKiNnP6sWS3jUI
Sully,dubstep,35,17620,https://open.spotify.com/artist/1bFUHThVEOIixkg7pKJ6VK
Courtesy,"hypertrance, spectra",26,7627,https://open.spotify.com/artist/0osYTSrOpW6YESEC1lClwN
Machinedrum,"footwork, future garage, glitch, glitch hop, halftime dnb, intelligent dance music, minimal dnb, wonky",48,127917,https://open.spotify.com/artist/06xa1OLBsMQJFXcl2tQkH4
Oliver Koletzki,"german techno, minimal techno, organic electronic, organic house",53,348348,https://open.spotify.com/artist/1WjBIvYAnZTkTh5UiZNwlR
Ookay,"brostep, dubstep, edm, electro house, electronic trap",47,234213,https://open.spotify.com/artist/1HQGhla3VNj1dBmKTtVT2t
Giolì & Assia,,50,208242,https://open.spotify.com/artist/6mM9a86Nrw0y7f9MaJGbpU
FILLY,,55,13884,https://open.spotify.com/artist/78lCJYozxlzWtocLnPKZ0f
Öwnboss,brazilian edm,64,96536,https://open.spotify.com/artist/37czgDRfGMvgRiUKHvnnhj
demotapes,,47,12833,https://open.spotify.com/artist/7J3jiKIiROsYOlJeEml34X
VERACITY,,1,30,https://open.spotify.com/artist/7hOD856OcoP9tSAxs6NDCQ
jigitz,,41,7733,https://open.spotify.com/artist/7sfn5Z6ItzDkOF9cYzxWPZ
Joris Voorn,"dutch tech house, minimal techno",57,197966,https://open.spotify.com/artist/4jGpKAmwvU263l0tUh4xKU
Gossip,"alternative dance, electroclash, new rave, olympia wa indie",52,351182,https://open.spotify.com/artist/3sFTupo9UGgrujjN21BjwR
Lovequest,,19,249,https://open.spotify.com/artist/53aJGeGe9J6suHkjWJZ2aj
"Nikita, the Wicked",,41,7696,https://open.spotify.com/artist/0Kc65Qv0ju9H2cMNnP3Tqd
RAM,"dutch trance, progressive house, progressive trance, progressive uplifting trance, trance, uplifting trance",42,28546,https://open.spotify.com/artist/4f0a5IgkYFHFts5Z9N9SDX
Party Favor,"brostep, edm, electro house, electronic trap",52,178122,https://open.spotify.com/artist/7yPPzu5UdAK7yagQqjEZQm
Paul van Dyk,"german techno, trance, uplifting trance",57,455193,https://open.spotify.com/artist/7wU1naftD3lNq7rNsiDvOR
Clementine Douglas,uk dance,68,25628,https://open.spotify.com/artist/4DWuml4Jf6K81b5rAPwMb6
HUGEL,deep house,77,346794,https://open.spotify.com/artist/5PlfkPxwCpRRWQJBxCa0By
MARO,musica portuguesa contemporanea,57,194436,https://open.spotify.com/artist/3NP4jJcW3R6qO6rbtnH0wn
San Pacho,tech house,50,61543,https://open.spotify.com/artist/5jBerZvTAajwYvdxt3UhgU
Marie Vaunt,,44,15978,https://open.spotify.com/artist/50KydUSYhBFGorhAgUcrL5
Nicola Cruz,"ecuadorian indie, latintronica, organic electronic",51,369718,https://open.spotify.com/artist/0OltT51j3hIkgaDJqqPzDn
Dam Swindle,"deep house, float house, future garage, minimal tech house",43,74859,https://open.spotify.com/artist/6hJtgCB3L5cnJSND7sp6GU
longstoryshort,stutter house,45,30322,https://open.spotify.com/artist/1ExbGBgD1r1eRfFlVyAWWl
ALRT,speed house,38,23293,https://open.spotify.com/artist/4XH5qVwKcWRS0Z6tr85exf
Majestic,uk dance,66,83073,https://open.spotify.com/artist/6QMABvTzixnxzsLYyhqRxI
JADED,"tech house, uk dance",54,45259,https://open.spotify.com/artist/6tCJN1fQNdFCEaOa8Da9Wf
Ilkay Sencan,"turkish deep house, turkish edm",59,87633,https://open.spotify.com/artist/5deLgmgAEgy8UHOfJ9Dj8w
LUV HRTS,,38,774,https://open.spotify.com/artist/4CCmq3kObiwqiUOn7dOww8
Konstantin Sibold,,43,23690,https://open.spotify.com/artist/5Ls75umF4lBOQVp3pJAlbW
Like Mike,belgian edm,69,192053,https://open.spotify.com/artist/4pwXiI7Z5ZStkgKowZyoKi
OOTORO,indonesian edm,27,5672,https://open.spotify.com/artist/3kWLEfykUXgiuhbR2NwnLI
Cumbiafrica,,61,27939,https://open.spotify.com/artist/72zmP13MQQhZHt4Kl0FOTs
FCL,deep soul house,27,5334,https://open.spotify.com/artist/5P1m0YM0AYTKGI5ugWfQwe
Disfreq,,33,12453,https://open.spotify.com/artist/2r6S8dhE6TLxyYJndSd345
TWENTY SIX,techengue,58,30329,https://open.spotify.com/artist/6C2mFGFh8dz1vKp9l5Ce8P
Bun Xapa,afro house,41,9843,https://open.spotify.com/artist/0tD4QlKohHKqpuPZKELnwZ
Hunter/Game,italian techno,33,24307,https://open.spotify.com/artist/2EpNqFMVXOEGaliyKnZzDt
Moritz Hofbauer,melodic techno,38,16768,https://open.spotify.com/artist/6PIxyj355iDhl3wQSsHXPE
Tiago PZK,"trap argentino, trap latino, urbano latino",81,5385275,https://open.spotify.com/artist/5Y3MV9DZ0d87NnVm56qSY1
Sech,"panamanian pop, reggaeton, trap latino, urbano latino",80,12091250,https://open.spotify.com/artist/77ziqFxp5gaInVrF2lj4ht
NATTI NATASHA,"latin pop, rap latina, reggaeton, urbano latino",74,10343508,https://open.spotify.com/artist/1GDbiv3spRmZ1XdM1jQbT7
Alejandro Sanz,"cantautor, latin arena pop, latin pop, mexican pop",76,7644460,https://open.spotify.com/artist/5sUrlPAHlS9NEirDB8SEbF
Belinda,"latin arena pop, latin pop, mexican pop",72,2263954,https://open.spotify.com/artist/5LeiVcEnsZcwc133TUhJNW
De La Ghetto,"reggaeton, reggaeton flow, trap latino, urbano latino",78,7364838,https://open.spotify.com/artist/3EiLUeyEcA6fbRPSHkG5kb
Ovy On The Drums,"colombian pop, reggaeton, reggaeton colombiano, trap latino, urbano latino",79,475146,https://open.spotify.com/artist/3m5qlPf2OkihLz3dRYnkPA
Jowell & Randy,"reggaeton, urbano latino",72,4427252,https://open.spotify.com/artist/4IMAo2UQchVFyPH24PAjUs
Bhavi,"argentine hip hop, trap argentino, trap triste",71,1506323,https://open.spotify.com/artist/7fT2Me47PQ8T7954PKrcwR
ELENA ROSE,r&b en espanol,71,136032,https://open.spotify.com/artist/0zO8yNnw5GQgutcIyXfGBY
Nanpa Básico,"colombian hip hop, mexican hip hop",76,2691583,https://open.spotify.com/artist/1cUpGtXcSQsovNYEZOQgOG
LIT killah,"argentine hip hop, trap argentino, trap latino, trap triste, urbano latino",73,5788763,https://open.spotify.com/artist/1vqR17Iv8VFdzure1TAXEq
Rawayana,"venezuelan hip hop, venezuelan rock",70,779786,https://open.spotify.com/artist/2AbQwU2cuEGfD465wCXlg2
Pirlo,"trap latino, urbano latino",70,492205,https://open.spotify.com/artist/7GQDI5Vmxs92RsIRZzYT11
Pedro Capó,"latin pop, puerto rican pop",69,1621108,https://open.spotify.com/artist/4QVBYiagIaa6ZGSPMbybpy
Rochy RD,"dembow, dembow dominicano, rap dominicano, trap latino",63,1322579,https://open.spotify.com/artist/4riOEaOW5hCeqomFDBk0aP
Estevie,,55,28299,https://open.spotify.com/artist/3k9GPiGAtIAOfnfzzy3XQp
David Bisbal,"latin arena pop, latin pop, spanish pop, spanish pop rock",71,4624196,https://open.spotify.com/artist/5gOJTI4TusSENizxhcG7jB
Zoe Gotusso,"argentine indie, pop argentino",57,147464,https://open.spotify.com/artist/3XBw8ImFEo86mEB2dYh0vS
Alejandro Fernández,"latin arena pop, latin pop, mariachi, mexican pop, musica mexicana, ranchera",77,7816564,https://open.spotify.com/artist/6sq1yF0OZEWA4xoXVKW1L9
FMK,"trap argentino, trap triste",69,1600053,https://open.spotify.com/artist/0dUyjgCyjfj5eMx6bX2TWf
Jon Z,"reggaeton, trap latino, urbano latino",72,6416995,https://open.spotify.com/artist/5bWUlnPx9OYKsLiUJrhCA1
Gilberto Santa Rosa,"salsa, salsa puertorriquena, tropical",70,3214761,https://open.spotify.com/artist/27vNK840zYq6IfDijHPsv1
Manuel Medrano,colombian pop,72,3017526,https://open.spotify.com/artist/0i5iO6icb7kxg48thi9gBM
Cultura Profética,"latin alternative, latin rock, reggae en espanol, rock en espanol",64,1800272,https://open.spotify.com/artist/65HuWBUC1d8ty1q6J42Nfi
day2k,,42,20512,https://open.spotify.com/artist/6pthLI3SnpAzmSsdky1iy3
Calussa,afro house,47,10236,https://open.spotify.com/artist/0BlAuudg3BELkqP2nONKSW
Pj Sin Suela,"puerto rican rock, reggae en espanol",58,75301,https://open.spotify.com/artist/0AdjzZxHJ4MfbImx2rD0Df
Yahritza Y Su Esencia,sad sierreno,64,823082,https://open.spotify.com/artist/51ZSh80McCt7vbqHouzW0A
Cruz Cafuné,"rap canario, urbano espanol",71,416017,https://open.spotify.com/artist/0jeYkqwckGJoHQhhXwgzk3
ROA,"trap latino, urbano latino",57,71348,https://open.spotify.com/artist/4cYbf45YbZptNISnhay0xH
Omy de Oro,"reggaeton flow, trap latino, urbano latino",55,366534,https://open.spotify.com/artist/65jIUih0ZeTUJhSTRuYxpi
Totoy El Frio,"reggaeton colombiano, urbano latino",61,38962,https://open.spotify.com/artist/5IYRfypwG9BDDh5ZRPI80z
Alex Ponce,ecuadorian pop,61,283411,https://open.spotify.com/artist/2rtnKY7iQJHIEBnOd66DCO
Juliana,colombian pop,54,67516,https://open.spotify.com/artist/5Mc6124m8waYCvdYLyM8CY
Moa Rivera,,50,5334,https://open.spotify.com/artist/3SVGxBlWR0Cnamj9e2Ybmz
Simon Grossmann,venezuelan indie,49,75434,https://open.spotify.com/artist/6t38N9HASTn9ca0PIxfReQ
Ingratax,"concurso de talentos argentino, latin viral pop, urbano mexicano",53,527299,https://open.spotify.com/artist/62YF0FglEltB3CnVIjoko8
Loyal Lobos,latinx alternative,33,8454,https://open.spotify.com/artist/26BPVK55HCqiBNb32TXfBf
La Cruz,latin talent show,50,78437,https://open.spotify.com/artist/0JoFdUO6q5ZRdnfRADpRiJ
Pascal,pop peruano,52,8298,https://open.spotify.com/artist/2fuu7gBnfDhgJNt1Yr4ERu
Valentina,dominican indie,28,8340,https://open.spotify.com/artist/3ins7Wpq5xVFJi8wZdBAFI
A.CHAL,"canadian hip hop, trap soul",47,174702,https://open.spotify.com/artist/0pkwrPVI8UyXtPkavyJoZ4
NEZZA,,27,22795,https://open.spotify.com/artist/0cRKBhWUTEtR1vmA06kVKz
Maréh,,46,16140,https://open.spotify.com/artist/2SIZkgqao1WVQAuliN0PN4
EthanUno,,30,9301,https://open.spotify.com/artist/5QbhVJedf1XUbmQummp2CN
Sami Tariffi,,0,286,https://open.spotify.com/artist/6B9lBVaJxGefJ4gqdORzSY
Julión Álvarez y su Norteño Banda,"banda, musica mexicana, norteno, sad sierreno",84,6776103,https://open.spotify.com/artist/1bfl0AU8SqmLkElptOprhC
